label,message
0,thanks honey but still havent heard anything i will leave it a bit longer so not crowd him and will try later great advice thanks hope cardiff is still there
1,tmobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on offer ends thfebtcs apply
0,my supervisor find me one lor i thk his students i havent ask her yet tell u aft i ask her
1,free messagethanks for using the auction subscription service pmsgrcvd skip an auction txt out unsubscribe txt stop customercare
0,pick ur fone up now u dumb
0,nope wif my sis lor aft bathing my dog then i can bathe looks like its going rain soon
0,hellohow u doingwhat u been up when will u b moving out of the flat cos i will need to arrange to pick up the lamp etc take care hello caroline
0,but really quite funny lor wat then u shd haf run shorter distance wat
0,boy you best get yo ass out here quick
0,are you in town this is v important
0,did u receive my msg
0,on ma way to school can you pls send me ashleys number
0,nothing lor a bit bored too then y dun u go home early sleep today
0,actually nvm got hella cash we still on for ltgt ish
0,i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz
0,oh kim watching here
0,what time u wrkin
0,that one week leave i put know that time why
1,for ur chance to win a cash every wk txt action to tscs custcare xpwk
0,then i buy
0,dear good morning now only i am up
0,when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important
0,im just wondering what your doing right now
0,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
1,urgent your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins
0,im gonna miss u so much
0,oops ill let you know when my roommates done
1,marvel mobile play the official ultimate spiderman game on ur mobile right now text spider to for the game we ll send u a free ball wallpaper
0,she is our sister she belongs our family she is d hope of tomorrow pray herwho was fated d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior her grief amp pain pls join in dis chain amp pass it stop violence against women
0,my phone
0,havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic
0,geeeee i love you so much i can barely stand it
1,for the most sparkling shopping breaks from per person call or visit
1,you ve won your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins
0,just finished missing you plenty
1,it to your free text messages are valid until december
0,i was gonna ask you lol but i think its at
0,so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg random
0,die i accidentally deleted e msg i suppose put in e sim archive haiz i so sad
0,can not use foreign stamps in this country good lecture
0,its justbeen overa week since we broke up and already our brains are going to mush
0,i place all ur points on e cultures module already
0,that means get the door
0,is ur changes da report big cos ive already made changes da previous report
1,welcome to ukmobiledate this msg is free giving you free calling to future mgs billed at p daily to cancel send go stop to
0,im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment
0,you are right though i cant give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move outif im still there after greece but maybe you are ready and should do it now
0,well welp is sort of a semiobscure internet thing
0,carlos says we can pick up from him later so yeah were set
1,loans for any purpose even if you have bad credit tenants welcome call noworriesloanscom on
1,free st week entry textpod a chance win gb ipod or cash every wk txt pod to tscs custcare
1,winner as a valued network customer you have been selected to receivea prize reward to claim call claim code kl valid hours only
0,make sure alex knows his birthday is over in fifteen minutes as far as youre concerned
0,its good well find a way
1,tone club your subs has now expired resub reply monoc monos or polyc polys weekly p per week txt stop stop this msg free stream
0,ill be there on ltgt ok
0,omg if its not one thing its another my cat has worms when does this bad day end
0,i wont so wats wit the guys
1,for sale arsenal dartboard good condition but no doubles or trebles
0,you want to go
0,well am officially in a philosophical hole so if u wanna call am at home ready to be saved
0,ladies first and genus second k
0,all boys made fun of me today ok i have no problem i just sent one message just for fun
0,we have all rounderso not required
0,miles and smiles r made frm same letters but do u know d difference smile on ur face keeps me happy even though i am miles away from u keep smiling good nyt
0,lol i would but despite these cramps i like being a girl
0,swhrt how u deyhope ur ok tot about u daylove n misstake care
0,chile please its only a ltdecimalgt hour drive for me i come down all the time and will be subletting febapril for audition season
0,thk shld b can ya i wana go lessons haha can go for one whole stretch
0,many more happy returns of the day i wish you happy birthday
0,yeh indians was nice tho it did kane me off a bit he he we shud go out a drink sometime soon mite hav go da works a laugh soon love pete x x
0,okey dokey swashbuckling stuff what oh
0,have got few things to do may be in pub later
0,then we gotta do it after that
0,why dont you wait til at least wednesday to see if you get your
0,hi princess thank you for the pics you are very pretty how are you
0,im hungry buy smth home
0,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed
0,i jus hope its true that missin me cos im really missin him you havent done anything to feel guilty about yet
0,i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp player
0,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
1,final chance claim ur worth of discount vouchers today text yes to now savamob member offers mobile t cs savamob pobox muz subs
0,en chikku nange bakra msg kalstiyathen had teacoffee
1,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on
0,i will vote for wherever my heart guides me
